,Intercept,x1,x2,x3,eta,group_index,y
0,1.0,-0.34500024910508276,-1.235805072479435,0.25757408746233923,-0.8582566080193241,6,0.21254083708152569
1,1.0,0.9975246279904786,0.6315752561212005,1.7082195926150705,4.722742460180592,7,162.82094672114354
2,1.0,-0.02162743102004801,1.7279132689348728,-0.614821855469639,7.046226056725118,6,951.270352246011
3,1.0,0.0040251022501573055,0.3200067092656093,0.4812641026139136,5.196528596645214,2,171.22680752455292
4,1.0,0.736006674994309,-1.4022980793106692,-2.2443475868076557,-0.3429362826454774,0,0.8472923209081186
5,1.0,0.5039089785919048,0.25115208637751374,1.3999580284741466,4.87671422663259,1,442.4151914727238
6,1.0,-0.33231356719370486,-0.11682152023381234,-1.0375276204411064,-5.6430479709500245,3,0.0017389015901481274
7,1.0,0.9679649890717503,0.4253176737136746,0.7471153286451071,6.75164953853098,0,708.2025858524398
8,1.0,0.1273634693653858,-0.19689601607908255,-0.7801909603748288,-4.240849549362298,3,0.007379791388976228
9,1.0,-1.7025354477405839,-1.3667432838581242,-1.7190889152447553,-6.647835813792131,6,0.0006402830119308098
10,1.0,1.472360464139951,0.3558623821333818,-0.7731298481081631,4.040383494647942,7,79.90059443420917
11,1.0,0.15434005958394423,-2.3916072145124594,-0.09152609796088867,-9.229452368808918,3,0.0002742554915737081
12,1.0,-1.131594617946131,0.9507699066076505,1.2518871458752994,5.775071703053489,5,168.8338478496775
13,1.0,-0.8294676540075847,-0.9678521402693113,0.22968626214119353,-1.7311792981295837,6,0.1259368778153493
14,1.0,-1.403096131775909,-1.4309688381544963,0.8004807305089898,-1.3053487766354648,5,0.6275615144364345
15,1.0,0.938408970512291,-1.028500009423694,-0.38532266274965965,-1.4240522320639426,4,0.32234297547981633
16,1.0,-0.7803405869985599,-0.6731242389742955,-1.3718770347608709,-5.987339681199185,7,0.002408591042147237
17,1.0,0.10797474369592501,0.8197909033781744,0.6458070593948257,8.98861963226399,5,3029.152194569463
18,1.0,-0.016720687121399933,-0.2772880098897349,-0.3841322354347893,-4.65805939185828,3,0.01874128973334321
19,1.0,2.5899763081239033,0.2193779047275736,0.2444898519652683,5.171874182147731,3,174.5015159097262
20,1.0,1.2855840493111066,0.682183302201638,-1.1407292773716295,3.4930135764424755,4,10.756889610959602
21,1.0,-0.7023702880524131,0.7409932137521976,-1.149798613927151,-2.627459409309526,4,0.08476441952442605
22,1.0,-0.718453065599059,1.2170077700824575,-1.1360969684351114,-0.9255959263534181,7,0.9688616864555774
23,1.0,-0.9017913330143891,-0.4455326123687619,0.27699555723888436,-4.811606909435359,7,0.015669656636022416
24,1.0,1.3451141728275202,0.4621783115305309,2.544462640982695,10.082695413205505,6,14499.172125631223
25,1.0,1.6771848525541553,-0.6396257565854574,-0.1719517418839308,5.771893290435303,0,891.0691716094541
26,1.0,-1.1082713261799009,1.0490261252949362,1.051754174476588,1.9535595819403213,0,12.637616822041558
27,1.0,1.6220561525890136,0.7393467045493354,-1.070252033858037,10.410766711538756,2,38776.111979259695
28,1.0,-1.4628786032077494,-0.46074486392982394,-0.9031428541511386,-4.110819030935938,0,0.005741041098466446
29,1.0,0.7369452770151119,-1.777442228665576,-0.06056781838873926,4.052969055439915,5,76.61498760973453
30,1.0,2.0071970420596092,0.7350359288753805,-1.53226231190822,9.062449028571105,1,2570.022711177077
31,1.0,1.7569009865217515,0.35139190331147535,2.3061922228510356,10.959895604915697,6,115961.40773712199
32,1.0,-1.982773727084946,0.2018788724993582,-0.0022133457316184228,-2.5789056611252854,6,0.020506984443279037
33,1.0,-0.6164493798523725,-0.231709894360158,0.017632839523991924,-4.088107446689601,4,0.014866556674087716
34,1.0,-0.5091383934840231,-0.47525469177988017,-0.021134195605096245,1.2904711035374166,2,4.088617533585754
35,1.0,0.3165005414469266,-0.5001991215685881,-1.0803329468343026,-2.479317734432861,4,0.04221352791960352
36,1.0,0.03966637899497382,-0.6851813942535967,0.5463018877257961,2.834851030660501,2,15.435958387685476
37,1.0,0.36348486440390726,-0.6701782092214376,-0.18483946105916568,-1.664701890678245,7,0.0727545709868126
38,1.0,1.4701380464886349,-0.6015365361898418,-0.39429221538081555,5.081514618219822,0,105.05887879509004
39,1.0,2.9410788514789354,-2.1973695596327847,-0.33690283045634073,9.780370480342377,5,17730.54706111119
40,1.0,0.5627861246789158,-0.11796283694926074,1.1270505924976313,3.9756454669038286,1,24.884255125978314
41,1.0,-0.7066409410565909,0.44474526132026504,-1.1931705449148255,-5.511647999417153,3,0.00556603059355154
42,1.0,-0.4262164947911585,-1.8831272265119339,1.4155082335278184,1.010442610784203,5,2.585602278724073
43,1.0,1.4178836333834781,1.5277194127515996,0.132231465972623,4.68328099517987,3,76.1643761242973
44,1.0,-0.3492919666709061,0.7178879291078177,1.9504676506195693,5.959805007952779,2,157.17930043936644
45,1.0,0.5176193982492123,0.9032819298233711,0.08085833830688781,5.758766843067397,1,192.13715218618458
46,1.0,-1.3239085475439756,-0.8363351220601185,0.8236794043972641,-6.79027210113692,7,0.0015939727330912643
47,1.0,-0.127174497784945,1.684026468061563,0.37435983537750633,8.129156693182683,2,4491.935700182794
48,1.0,1.0085427516525927,-0.02230925275410897,0.21054805622285866,-0.43422449188655055,3,1.8736904879213139
49,1.0,-0.9951962603621981,-0.029013064837067386,-0.08949594744247309,-4.284428464560536,7,0.005442294479802824
50,1.0,0.6155723614270917,-0.1390627412599581,0.18121074558194122,-1.981567328746051,3,0.11571885872465053
51,1.0,-0.38669757825605067,1.6701033840328625,0.7321318016238538,6.55990257493278,6,585.3970154803218
52,1.0,-0.8892879649481287,1.3376832147468916,-1.4579999656624627,-4.013538893557513,3,0.019708461951507942
53,1.0,0.4988496254168831,1.708724135312651,1.5230413509929486,9.920473874323449,6,8514.712330086739
54,1.0,-1.244916660391776,2.163792419049047,0.03591462897761528,0.48621233091363214,7,3.7881686182012775
55,1.0,1.4982351207266629,0.012633268203034516,0.7888701492539618,4.201015876487491,7,103.53560731936503
56,1.0,-0.3285576177796383,-0.6686427897899955,-1.447683637233348,0.5199006370039894,2,0.8198874538165604
57,1.0,-1.0012592406230305,-1.7254041453625732,1.0632522123354209,-2.7344513541428785,2,0.06235037006316092
58,1.0,0.11309636862357038,-1.2065445277174272,-1.3197289993103372,2.759592537823972,5,9.293140486679993
59,1.0,-0.4825918614700479,1.6590525817346211,1.158799872546422,1.7451501462651278,4,8.627386148173633
60,1.0,-1.0505030659743586,0.6384128522157537,0.2751713361786655,1.6155126798102246,6,7.326361903779234
61,1.0,1.6288588210617796,-0.6082133708163264,0.2660714083017655,5.961011145768564,0,105.24737286943916
62,1.0,0.6152563578234076,2.6266207154788526,-1.7249723447289103,5.892029041034891,4,1020.594015261732
63,1.0,-0.9449098632570646,-0.5257702834223363,-1.319618996163257,-2.8916667340298323,0,0.034811238596239705
64,1.0,0.046767742135365414,0.305898456442737,1.3358142158383346,4.877015463719115,6,54.02714101977655
65,1.0,-1.4613194827700966,-0.6071634922654586,0.5057752193248369,-7.3951968377631765,4,0.0017871363031747457
66,1.0,1.0018453423786176,-1.2091768903329478,0.7626792690004869,-3.091211697380092,3,0.06314837790042692
67,1.0,2.1509717373799995,-1.1068065798955915,-1.7414889618584466,9.175188841432448,5,15966.13871388339
