,Intercept,x1,x2,x3,eta,group_index,y
0,1.0,2.2129019979039612,0.07392861538398371,-1.0231559469376976,7.379883563578866,1,7.624532365402153
1,1.0,2.128397797652002,0.00787226344175658,-0.314909382627964,5.3727062406078065,0,5.488282934129034
2,1.0,1.8417114045748335,-0.5609854065863866,0.7330825260099014,6.376625237535359,6,7.644819799079666
3,1.0,0.08238247951406152,0.1580172989537628,0.03803200582373666,2.2152155753326017,6,2.057644370762937
4,1.0,0.858963679564603,1.6521597080108026,1.4501096331822643,6.543718789541252,0,5.432838380912725
5,1.0,-0.8260164271334273,-0.4049467994329455,-0.6714338226431219,-0.14648164843582778,2,-0.3697696107018036
6,1.0,1.1572705185893468,-0.3661959853114167,-3.0394607643296885,4.776933100882793,2,4.720404294247938
7,1.0,1.3759151378258088,1.6941435698873872,-3.270043117331549,9.162558991760537,7,9.016908827689614
8,1.0,0.9430284594687134,-0.3317475032805359,1.6070551998847844,2.83557828877422,3,2.7496507093622946
9,1.0,0.8478706009192374,-0.5343023003244461,-0.7732261607567618,3.426194198920127,7,4.195206824374739
10,1.0,0.5296914208183142,-0.35818319302940854,1.2970552990124424,2.3896174722956816,1,0.8353587498221016
11,1.0,-0.5694046877871436,0.4430069660168268,0.3663889351307111,-0.7360997106907663,3,-2.044405961703263
12,1.0,0.8318045593815487,1.29624085984484,0.5814919488384908,8.764774934256776,7,9.110972080850349
13,1.0,0.23359639151672165,2.304604474996916,0.3777394932992457,10.594680905952215,2,9.846797495933783
14,1.0,-0.8476703342910327,-1.7873270348677373,-0.5486146164836958,-3.5969505208736092,2,-3.587946353728058
15,1.0,-1.6766618255198402,-0.4241963509996825,1.3460225454851071,-3.9965137866109797,6,-4.065055550176265
16,1.0,0.033322618558217415,-1.0100433284362418,-1.9414689144167128,-3.854849141564005,3,-5.330963208997955
17,1.0,0.3804446884133735,-0.24468591487961056,-0.16912919949646174,1.3235227614892704,1,1.3820030919951514
18,1.0,-0.8028845810770998,-0.15325601615888446,-0.21790062972373098,-0.8982242958354507,4,-0.6804689132058725
19,1.0,-0.8351190155726047,-0.3437111480682851,0.6460681528835115,-1.5644135635096512,6,-1.41091886084921
20,1.0,-1.0688344445654576,1.4377348287249814,-0.6674104416368624,2.3821555597388464,7,1.8782324740514424
21,1.0,0.18993115194688276,-0.6366111122971411,0.4224128736911673,3.130900461307233,2,3.424476735809425
22,1.0,-0.05553701003345488,-0.7056724138465522,0.8283653358380534,0.24350834743646094,5,-0.004868498464219412
23,1.0,1.062442614451992,-0.004399862051183747,0.8262253473554686,5.369278102793756,6,5.36790362622928
24,1.0,0.5796467593503767,-0.3275970601474579,-1.7690427992431805,-1.217012888984479,0,-1.2330778245905105
25,1.0,-0.3202218411585918,-1.8730069648099703,1.5628537362469144,-5.023329690208099,3,-4.438636722541567
26,1.0,-0.26975584243600387,0.14793090848568818,1.4318706555064709,2.064830523000083,5,1.6196436931096185
27,1.0,0.3232139212066996,1.1516766481609695,0.6846295850091513,3.145611372185406,0,3.1722202424491246
28,1.0,1.3743362023384023,-1.167688979864145,-0.2517295878604452,0.9890731147075797,3,0.3450812130860732
29,1.0,-0.2049431331770547,1.119337419719759,-0.29509741408166823,0.8132323803190622,0,0.04871588563778151
30,1.0,0.27613222212362076,-1.773067187850421,-1.8929775549986936,-3.160789688951204,6,-3.6218200746636398
31,1.0,0.1625597824692342,1.0917397025237916,-2.2254642454465716,0.7436521727960117,0,0.8449236907833406
32,1.0,-0.43567344953016457,-1.1816714552410128,-0.2963705396228577,-2.966524013911606,6,-4.1836553439561515
33,1.0,0.09642087030017767,-0.23449449855952492,-1.1001142280113532,-0.10426474187601698,1,0.1950163182095525
34,1.0,-1.8868510832464243,-0.3996487853161113,1.1133940110235134,-5.436352169018359,1,-5.38667834368226
35,1.0,0.5808464842251133,-1.4814326047517086,-0.6973605214781866,-2.562157119738834,3,-3.775223641766717
36,1.0,3.2872460348942956,-1.379260354560111,-0.7141287773900141,6.208371136800988,3,5.811830889736081
37,1.0,0.20887862381942576,-0.13315577971742645,1.1209738101494724,2.5355108158119677,6,3.2483271883306184
38,1.0,-0.5197154994387418,-0.5989429896968724,0.5042684329477701,1.0387971514971488,2,1.0216437611417728
39,1.0,2.024256627643046,0.029820821344972957,0.5561651629665972,5.622177677194372,0,6.825861747117202
40,1.0,0.31962521831077545,0.21833885546198284,1.0958447777505658,3.0484877428682866,1,1.6049178016877117
41,1.0,-0.5422919507588575,0.49383806148490755,-0.5793680083668963,1.7338479570914316,7,2.651197746598016
42,1.0,-0.4663499496815347,1.804614164098175,0.06711153948706698,6.9534973816435475,2,5.567834735499291
43,1.0,0.3694856891120119,0.1571580868857661,0.17286255707689063,3.3461044343187796,5,3.635760240604272
44,1.0,-0.3265784767837676,-0.1741482880186219,-0.9258818599077806,1.8510753513426135,2,1.744227154321458
45,1.0,1.137079075332864,-0.3763649452577605,1.0124700747775526,4.933980531176044,5,5.605651931767753
46,1.0,-1.7313627783170227,2.7029616707603408,-0.6303766747987951,3.070127973111817,4,2.7170231584081503
47,1.0,-1.2526867081092774,0.9118682154137352,-0.11079472360103777,-0.04715766401511601,5,0.13516720481390584
48,1.0,-0.01902546720265347,0.8399778554803602,0.37438051312665627,4.4093852776774,4,4.351909514907755
49,1.0,0.8512208068085368,1.9798329989469903,0.4210875867839822,10.438673844174456,7,10.627637499917848
50,1.0,-0.4307866757420946,-0.29366050473708016,1.3113088536453805,2.5663534109596347,2,2.2454064885852127
51,1.0,-0.13065605072195638,0.9111467184419352,-0.2794963992946233,1.4287766764721437,3,0.12490830636539196
52,1.0,-0.9713569766031991,0.8663065725223259,-1.6176044649346946,-0.3267224099704197,6,1.3425145861734076
53,1.0,-1.7189523940024267,-0.13246798163116283,-0.6556746873551497,-6.409100527880399,3,-7.4842097092207425
54,1.0,-0.706840463246317,-0.7358802881497921,1.2807518971432634,-0.7427037880247194,7,-0.6612699263065894
55,1.0,-0.6367803423562922,0.9174162470331197,0.024156210225109876,0.03235054501378709,3,1.0420693790350375
56,1.0,0.12301058690159589,-0.5859560988133071,-1.2838439833517339,0.2970292644845825,4,1.7350310400572388
57,1.0,0.6941917801231887,-0.6166134315363837,-1.4071637633078,1.9456148233512685,4,1.8766826739490192
58,1.0,1.055957596743072,-1.0779273974092252,-0.19435378631071418,1.3531499643152327,1,1.2704620915195304
59,1.0,0.38246087453489913,-1.5925544797433042,-1.2420628384544592,-2.6835578477619566,1,-2.2898197885149534
60,1.0,0.3177233428102706,-0.057299328395337364,0.18519832755863844,2.5065475193838513,6,2.4333550870294984
61,1.0,-0.29303277265649724,1.2858387792852632,-0.29052009609305035,4.6723249099790625,7,3.4795027627822828
62,1.0,0.8541373821898385,0.0879871514184374,1.6225725963250424,6.028786743027974,4,6.272659198203485
63,1.0,-0.5130249297586046,-0.868789395345145,-0.22460914341917282,-3.0844532032699234,1,-2.7436983398502894
64,1.0,-0.8725623840797395,-0.9867805474605962,-0.8405288400160134,-3.575097629723414,4,-4.19908264972909
65,1.0,0.17664237634544458,-0.5814893469268019,0.07716922335174647,-1.120824068099564,3,-0.5969106212323787
66,1.0,-0.5593187706881512,0.17541290849438693,1.6917772493990486,0.5300587930917678,1,-0.3361192666997449
67,1.0,-0.4892472111893176,0.4412532340382009,0.03482071985104732,3.4535941909624848,2,4.635916273881897
68,1.0,-0.5620855083570105,-0.4613106373690882,0.8484015766540205,-2.684630719036649,3,-3.384757619668934
69,1.0,-0.7940616860901989,-0.048860507012265963,0.5201110350577474,-3.473860808703755,0,-4.34064721911699
70,1.0,0.8373959360127586,0.6252043230626233,-1.5457153237893158,2.1108969607995465,0,2.74389266459741
71,1.0,-0.6238155587612474,0.4448631875927945,-0.012216551610209361,1.6949022812076326,7,1.0792534409172259
72,1.0,-0.5337809306354874,0.5256169233892253,-0.41418794195678516,1.9392128650869085,7,2.417582600822226
73,1.0,-0.9073336067979172,-0.6524625156684704,1.4302841962184119,-1.9454748706981753,5,-2.8359248564831128
74,1.0,1.3793133278004341,-0.5720397878332313,-0.7489460025909255,1.302888060410122,0,0.9079113432299627
75,1.0,-0.15474801597079,-0.4320633176288825,0.18836876826716717,-2.6170751344435064,0,-2.3095988118273008
76,1.0,-0.4955052361172082,0.0657876518465657,-2.046181843911242,-0.9384697083441443,5,-0.3419376600378413
